run_id,arm,game_id,verdict,n_derivations,usd_agreed,usd_spread,actions_agreed,actions_spread,usd_per_action,derivations,turns_run_level,turns_decisions,turns_billed_calls,scorecard_total_actions,note
bare_cc-tn36-claude-haiku-4-5-20251001-6ac78438,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,1.0510291,1.0000000005838672e-07,32,1,0.032844659375,capability_spectrum|pilot_ledger,42,42,42,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-72c36e10,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.039319,0.0,24,0,0.04330495833333334,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-9aaeab54,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.48768290000000003,9.999999994736442e-08,12,1,0.04064024166666667,capability_spectrum|pilot_ledger,22,22,22,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-a34b4342,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.9915632999999998,2.9999999984209325e-07,32,1,0.030986353124999994,capability_spectrum|pilot_ledger,42,42,42,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-b46a97c0,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.5190731000000001,1.0000000005838672e-07,12,1,0.04325609166666667,capability_spectrum|pilot_ledger,22,22,22,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-f1a94c99,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.9000487,2.9999999995311555e-07,30,1,0.030001623333333335,capability_spectrum|pilot_ledger,40,40,40,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-opus-5-914490bf,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.1306729999999998,0.0,0,0,,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-opus-5-96d23ad9,bare_cc,tn36-ef4dde99,AGREE(known-defect),3,0.750876,0.0,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,10,10,10,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-sonnet-5-21a1a163,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,3.5416061999999995,0.0,12,0,0.29513385,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-sonnet-5-3f3ac227,bare_cc,tn36-ef4dde99,AGREE(known-defect),3,0.1813323,3.000000000086267e-07,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,3,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
20260728T012311Z-g50t-first-contact-aborted,theoria,,UNCORROBORATED,1,1.307727,0.0,5,0,0.26154540000000004,theoria_manifest,,,,,only theoria_manifest covers this run
20260728T014402Z-g50t-first-contact-aborted,theoria,,UNCORROBORATED,1,0.730485,0.0,6,0,0.12174750000000001,theoria_manifest,,,,,only theoria_manifest covers this run
r-b526769a14ef47e0,theoria,g50t-5849a774,UNCORROBORATED,1,6.317658,0.0,7,0,0.9025225714285714,theoria_manifest,,,,7,only theoria_manifest covers this run
r-c54354d4988f485a,theoria,,UNCORROBORATED,1,0.0,0.0,0,0,,theoria_manifest,,,,,only theoria_manifest covers this run
